Abajur,Ar Condicionado,Cadeira,Cama,Computador,Copo,Fogão,Geladeira,Guarda-Roupa,Luminária,Mesa,Microondas,Máquina de Lavar,Panela,Prato,Secadora,Sofá,Talher,Televisão,Ventilador
True,False,True,True,False,True,True,False,False,False,True,True,False,True,True,False,False,False,True,False
True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,True
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True
True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True
True,False,True,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False
True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
False,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True
True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True
False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True
True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False
False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False
False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True
False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True
False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,True,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False
True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
False,False,False,True,True,True,True,False,False,True,False,False,False,True,True,False,True,True,True,True
True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
True,True,True,False,False,True,True,True,True,True,True,False,False,True,False,True,True,True,False,False
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,True
True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
True,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,True,False
True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True
True,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False
True,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,False,True,True,True
True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True
True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,False
False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
False,False,True,True,False,True,True,True,True,True,False,True,True,False,True,False,True,False,True,False
True,True,False,True,True,True,True,True,True,False,True,True,True,False,True,False,False,True,True,True
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
True,True,True,False,False,True,False,False,False,True,True,False,True,True,True,False,True,True,False,True
True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,True,True,False,True,False,True,False,False,False,True,True,True,False,True,True,True,False,True,True
True,True,True,False,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,True
False,True,True,False,True,False,True,True,False,False,False,True,True,False,False,True,True,False,True,False
True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True
True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,True,True,True
True,True,False,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True
True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,True,False,False
True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False
True,False,True,True,False,False,False,True,False,True,True,True,False,False,True,True,False,True,False,False
True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
False,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True
False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True
True,True,False,True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True
True,False,False,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True
True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True
True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,True
True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False
True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True
False,True,False,False,True,True,True,False,True,True,True,False,False,False,True,False,True,False,False,False
True,False,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,False
False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,False
True,False,False,False,True,False,True,False,True,True,False,False,False,False,True,True,True,False,False,True
False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False
True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,False,False
False,False,True,True,True,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False
True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True
True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,True,True,True
True,True,True,True,True,False,True,True,False,False,True,False,True,False,True,True,True,False,True,True
True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False
False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False
False,False,False,True,False,True,True,False,False,False,True,True,True,False,True,True,False,True,False,False
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
True,True,False,True,False,True,False,True,True,True,True,False,False,True,False,True,True,False,False,False
True,True,True,False,True,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True
False,True,False,True,True,False,True,True,True,True,False,True,True,False,True,False,True,True,True,True
True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False
False,False,True,False,True,False,True,True,True,False,True,False,False,True,True,False,True,False,True,False
False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True
True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,False,True,False,False,False
False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True
True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True
False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,True
False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
True,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,True,False,True
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
True,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,True
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True
True,False,True,True,False,True,True,True,True,False,True,False,False,True,True,True,False,True,True,False
True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,False,False,True
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True
True,False,False,True,False,True,False,True,True,False,True,True,True,True,True,True,False,True,True,False
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
True,True,False,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,True,True
True,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,False
True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False
False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False,False,False,True,True
True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False
True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True
True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,False
True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False
False,True,True,False,True,False,True,False,True,False,True,True,True,True,True,True,True,False,True,False
True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,True,True
True,True,False,True,True,False,False,True,True,True,False,True,True,False,True,False,True,True,True,True
False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
False,True,False,False,True,True,False,True,True,False,True,True,True,True,False,True,True,False,True,True
True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True
False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True
True,False,True,True,True,False,True,True,True,False,False,False,False,True,True,False,True,True,True,True
True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False
True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,True
True,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False
False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True
True,True,False,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,False,False
True,True,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,False,True,True
False,True,True,False,True,True,True,False,True,True,False,True,False,True,True,False,False,True,True,True
False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True
True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True
False,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,False,True
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False
False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True
True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False
True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False
True,True,True,False,False,False,False,True,True,False,True,True,False,False,True,True,True,True,False,True
True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,False,True
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
False,False,False,False,False,False,True,False,False,True,True,True,False,True,True,False,False,True,True,False
True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
True,True,False,False,True,True,True,False,False,True,True,True,False,False,True,False,True,True,False,True
True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,False,False
True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,False,True,True,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False
False,True,True,False,False,False,True,True,True,False,False,True,True,True,True,False,False,True,True,False
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
True,False,True,True,False,True,False,False,False,True,True,True,False,False,True,True,False,False,False,True
True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True
False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False
True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True
True,False,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True
True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,False,True
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True
False,False,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True
True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
False,False,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,False,False,True
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
True,False,False,True,True,False,True,False,False,True,True,True,True,True,False,False,True,True,True,False
False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True
True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
False,True,True,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False
False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,False,True,False,True,True
True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False
True,False,False,False,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,False
True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,False,True,True
False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,True,True,True
False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,True,False,True,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False
True,True,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False
False,False,True,False,False,False,True,True,False,False,True,True,False,False,True,True,True,False,False,True
False,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
True,True,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,True,True,True
False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True
False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False
True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True
True,False,True,False,True,True,True,False,True,False,True,True,True,False,True,False,False,False,True,True
False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True
True,False,False,True,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True
False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
False,False,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,True,True
True,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,True
True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
False,True,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,True,True,True
True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
True,False,True,False,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True
False,True,False,True,False,False,True,True,True,False,True,True,True,True,True,False,False,True,False,True
True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False
True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
True,True,True,False,True,True,True,False,False,False,True,False,True,True,True,True,True,True,False,False
True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True
False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,True
True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True
False,True,True,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,False
True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True
False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True
False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True
True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False
False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False
False,True,False,False,True,True,False,True,True,True,False,False,True,False,True,False,False,False,True,True
False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True
False,False,False,True,False,True,False,True,True,False,True,True,False,True,False,False,True,False,False,False
False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
False,True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True
True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True
True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
True,True,False,True,False,False,True,False,True,False,True,True,True,False,True,False,True,False,True,True
False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
True,False,True,True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,True
True,False,True,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,True,True
True,True,True,True,False,True,True,True,False,False,True,False,False,True,True,False,True,True,False,True
False,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False
True,True,False,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True
False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
True,True,False,True,False,False,True,False,False,False,True,False,True,False,True,True,True,True,False,False
False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,True,False,True
False,False,False,True,True,True,True,False,False,True,False,True,False,True,True,False,True,False,False,False
False,True,False,True,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False
True,False,False,True,True,True,False,False,True,True,False,True,False,True,False,True,False,True,True,True
False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False
True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,True,True,True,False,False
True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
True,False,False,False,False,True,True,False,True,True,False,False,True,True,True,False,False,True,True,False
False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True
False,True,False,False,False,False,False,False,True,True,True,True,False,True,False,False,True,True,False,False
False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
True,True,False,False,True,False,False,True,False,True,False,True,True,True,True,True,True,False,True,True
True,True,False,True,False,True,True,True,False,False,False,False,True,True,True,False,False,True,True,False
False,False,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,False,True,True
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
True,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False
True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True
True,True,True,False,True,True,True,False,False,False,False,False,False,True,False,True,True,True,True,True
True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,True,False,False,False,False
True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False
False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,True
True,True,False,True,False,False,True,True,True,True,False,True,True,False,True,False,False,True,True,True
True,True,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,False,True
True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True
False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,True,True,True
False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,False
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,True,True,False
True,False,True,False,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,True
True,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True,True,False,True,False
False,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True
False,True,True,True,False,False,True,True,False,False,True,False,False,True,True,True,True,False,False,True
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True
True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
True,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
False,True,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False
False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False,True,False,True
False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,True
True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,True,True,False,True,True
False,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True,False,False,True,True
False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
True,True,True,True,True,False,True,False,False,True,False,False,True,False,True,False,True,True,True,True
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True
False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False
False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True
True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
False,False,False,False,True,True,True,True,False,False,False,False,True,True,True,False,False,False,True,True
True,False,True,False,True,True,False,False,False,False,True,True,True,False,False,True,False,True,True,False
False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,True
False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,True,True
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,True,True,False,True
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
True,True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,False,True,True
False,True,False,False,False,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True
False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
